"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","new_MIN_DEPTH_M","new_MAX_DEPTH_M","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","ACAS","ACBR","ACPH","ACTA","AMNE","AMSP","ANTI","ASPP","ASSP","ASTS","AVSP","BGMA","BI","BR","BRMA","BRY","CAUL","CCAH","CCAR","CHLS","CMOR","COL","COSP","CYPS","DICO","DICT","DISP","ECHL","ECHP","EMA","ENC","EUSP","FASP","FAVS","FINE","FOL","FREE","FUSP","GALI","GALS","GASP","GC","GOAL","GONS","GRMA","HAL","HARD","HCOE","HYCO","HYSP","ISSP","LEPT","LESP","LOBO","LOBS","LOSY","LPHY","MASS","MESP","MICR","MISP","MOBR","MOEN","MOFO","MONE","MONS","NEOM","NS","OCTO","OUSP","PACS","PADI","PAEN","PAFO","PAMA","PAVS","PESP","PHSP","PLER","PLLE","PLSP","POBR","POCS","POEN","POFO","POMA","PONM","PSSP","RDMA","RUB","SAND","SG","SP","STYS","SYSP","TAB","TUN","TURFH","TURFR","TURS","UI","UPMA","USC","ZO","N","new.N","TRANSECT_PHOTOS"
5917,"MAI-00435",2013,2013-08-02,"HA1304","2013-15","RAMP_BASIC","MAI_KIHEI",0,9,11.8,"CPCE","MHI","Maui",0,0,20.64671637,-156.44700062,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.636942675159236,0,0,0,0,0,0.955414012738854,0,0,0,0,0,0,0,0,0,0,0,1.27388535031847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54777070063694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2420382165605,18.1528662420382,0,0,0,1.27388535031847,0,0,0,0,0,0,56.3694267515924,1.91082802547771,0,0,0.636942675159236,0,0,320,314,"-1"
5918,"MAI-00441",2013,2013-08-02,"HA1304","2013-15","RAMP_BASIC","MAI_KIHEI",0,8.8,10.9,"CPCE","MHI","Maui",0,0,20.63803112,-156.4528682,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.318471337579618,0,0,0,0,0,0,0.318471337579618,0,0,0,0,0,0,0,0,0,0,0.318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636942675159236,0,0,0,0,0,0,0.318471337579618,0,0,20.0636942675159,2.22929936305732,0,0,0.318471337579618,14.3312101910828,0,0,0,0,0,0,58.2802547770701,2.22929936305732,0,0,0.636942675159236,0,0,320,314,"-1"
5919,"MAI-00433",2013,2013-08-02,"HA1304","2013-15","RAMP_BASIC","MAI_KIHEI",0,3.9,5.2,"CPCE","MHI","Maui",0,0,20.64979387,-156.44357225,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,29.2063492063492,0,0,0,0,5.71428571428571,0,0,0,0,0,0,62.8571428571429,0.317460317460317,0,0,0,0,0,320,315,"-1"
5920,"MAI-01587",2013,2013-08-02,"HA1304","2013","RAMP_BASIC","MAI_KIHEI",0,14.02011582,14.9344712,"CPCE","MHI","Maui",0,0,20.71970028,-156.45817604,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9965635738832,0,0,0,0,0,0,0,0,0,0,0,1.03092783505155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4914089347079,0,1.03092783505155,0,0,0,0,0,0,0,0,0,0,6.87285223367698,0,0,0,0,0,0,0.343642611683849,0,0,0.343642611683849,13.0584192439863,0,0,0,0,0,0,0,0,0,0,37.1134020618557,0,0,1.71821305841924,0,0,0,300,291,"-1"
5922,"MAI-01449",2013,2013-08-02,"HA1304","2013","RAMP_BASIC","MAI_KIHEI",0,4.876562024,5.486132277,"CPCE","MHI","Maui",0,0,20.73105164,-156.45834158,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7509157509158,0,3.66300366300366,0,0,0.366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46520146520147,0,0,0.732600732600733,13.5531135531136,0,0,0,1.46520146520147,0,0,0,0,0,0,62.6373626373626,0,0,0,0,0,0,290,273,"-1"
5923,"HAW-00416",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,9.4,10.9,"CPCE","MHI","Hawaii",0,0,20.22456148,-155.73706063,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54838709677419,0,0,0,0,0,0,0,0,0,0,0,0.32258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,0,1.61290322580645,0,0,0,0,0.645161290322581,0,0,0,0,0,0,90.6451612903226,0,0,0,0,0,0,310,310,"-1"
5924,"HAW-00402",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,27.3,30,"CPCE","MHI","Hawaii",0,0,20.24326519,-155.7588726,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.33003300330033,0,0,0,0,0,0.66006600660066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31023102310231,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0,0,95.7095709570957,0,0,0,0,0,0,310,303,"-1"
5925,"HAW-00469",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,5,5.2,"CPCE","MHI","Hawaii",0,0,20.24433305,-155.77398232,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336700336700337,1.34680134680135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336700336700337,0,0,0,0,7.74410774410774,0,0,0,0,0,0,79.4612794612795,0.336700336700337,0,0,10.4377104377104,0,0,300,297,"-1"
5926,"HAW-00468",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,4.2,5.8,"CPCE","MHI","Hawaii",0,0,20.24934433,-155.7970292,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632911392405063,0,0,0,0,0,0,0,0,0,0,0,0.316455696202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21518987341772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316455696202532,0,0,0,0,6.9620253164557,0,0,0,0,0,0,89.2405063291139,0.316455696202532,0,0,0,0,0,320,316,"-1"
5927,"HAW-00433",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,13.3,13.9,"CPCE","MHI","Hawaii",0,0,20.26168551,-155.82469585,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.315457413249211,0,0,0,0,0,0.630914826498423,0,0,0,0,0,0,0,0,0,0,0,0.315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946372239747634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630914826498423,0,0,1.57728706624606,0,0,0,0,7.25552050473186,0,0,0,0,0,0,88.01261829653,0,0,0,0.315457413249211,0,0,320,317,"-1"
5928,"HAW-00398",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,22.7,25.8,"CPCE","MHI","Hawaii",0,0,20.27029943,-155.84218847,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20711974110032,0,0,0,0,0,0,0.970873786407767,0,0,0,0,1.29449838187702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29449838187702,0,0,0,0,1.29449838187702,0,0,0,0,0,0,89.9676375404531,0,0,0,0.970873786407767,0,0,310,309,"-1"
5929,"HAW-00397",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,21.6,23.6,"CPCE","MHI","Hawaii",0,0,20.19749522,-155.70913447,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0.316455696202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949367088607595,0,0,0.949367088607595,0.316455696202532,0,0,0,9.81012658227848,0,0,0,0,0,0,86.7088607594937,0.316455696202532,0,0,0,0,0,320,316,"-1"
5930,"HAW-00431",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,10.7,13.5,"CPCE","MHI","Hawaii",0,0,20.19613224,-155.71175289,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.326797385620915,0,0,0,0,0,0.980392156862745,0,0,0,0,0,0,0,0,0,0,0,0.980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28758169934641,0,0,0,0,33.9869281045752,0,0,0,0,0,0,58.8235294117647,0.65359477124183,0,0,1.96078431372549,0,0,310,306,"-1"
5931,"HAW-00448",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,11,13.9,"CPCE","MHI","Hawaii",0,0,20.25059533,-155.7924614,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0.305810397553517,0,0,0,0,0,3.05810397553517,0,0,0,0,0,0,0,0,0,0,0,2.14067278287462,1.22324159021407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22324159021407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05810397553517,0,0,15.5963302752294,0,0,0,0,1.52905198776758,0,0,0,0,0,0,71.8654434250764,0,0,0,0,0,0,330,327,"-1"
5932,"HAW-00395",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,24,27,"CPCE","MHI","Hawaii",0,0,20.25749448,-155.80384419,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5974025974026,0,0,1.62337662337662,0,0,0,0,3.8961038961039,0,0,0,0,0,0,91.2337662337662,0.324675324675325,0,0,0,0,0,310,308,"-1"
5933,"HAW-00407",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,13.6,15.5,"CPCE","MHI","Hawaii",0,0,20.26759828,-155.84732381,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649350649350649,0,0,0,0,0,0,0,0,0,0,0,0.649350649350649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324675324675325,0,0,1.2987012987013,0,0,0,0,19.1558441558442,0,0,0,0,0,0,75,1.94805194805195,0,0,0.974025974025974,0,0,310,308,"-1"
5934,"HAW-00460",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,5.5,6,"CPCE","MHI","Hawaii",0,0,20.24361681,-155.88990362,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940438871473354,0,0,0,0,3.76175548589342,0,0,0,0,0,0,94.9843260188088,0,0,0,0,0,0,330,319,"-1"
5936,"HAW-01402",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,20.11581835,22.24931423,"CPCE","MHI","Hawaii",0,0,20.2405,-155.75785,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803212851405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401606425702811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803212851405622,0,0,0.401606425702811,0,0,0,0,4.41767068273092,0,0,0,0,0,0,85.5421686746988,5.22088353413655,0,0,0,0,0,260,249,"-1"
5937,"HAW-01411",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,NA,12.80097531,"CPCE","MHI","Hawaii",0,0,20.23514229,-155.75178922,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65448504983389,0,0,0,0,0,0,0,0,0,0,0,0.996677740863787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664451827242525,0,0,0,0,0,0,0,0,1.32890365448505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32225913621263,0,0,2.99003322259136,0.664451827242525,0,0,0,0,0,0.332225913621262,0,0,0,0,86.046511627907,0,0,0,0,0,0,310,301,"-1"
5938,"HAW-01468",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,NA,6.400487656,"CPCE","MHI","Hawaii",0,0,20.24428267,-155.89005483,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34113712374582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33779264214047,0,0,10.0334448160535,0.668896321070234,0,0,0,5.01672240802676,0,0,0,0,0,0,80.6020066889632,0,0,0,0,0,0,320,299,"-1"
5939,"HAW-01448",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,12.80097531,13.71533069,"CPCE","MHI","Hawaii",0,0,20.25085609,-155.79183745,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3840830449827,0,0,0,0,0,0,0,0,0,0,0,0.346020761245675,0.346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346020761245675,0,0,0,0,0,0,0,0,0.346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07612456747405,0,0,6.57439446366782,5.88235294117647,0,0,0,0.69204152249135,0,0,0,0,0,0,81.6608996539792,0.346020761245675,0,0,0,0,0,300,289,"-1"
5942,"HAW-01476",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,5.486132277,6.09570253,"CPCE","MHI","Hawaii",0,0,20.26737649,-155.86296746,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.886925795053,0,0,0,0,0,0,0,0,0,0,0,0.353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706713780918728,0,0,0,0,0,0,0,0,0.706713780918728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3674911660777,0,0,1.76678445229682,1.06007067137809,0,0,0,0,0,0,0,0,0,0,78.7985865724382,0,0,0,0.353356890459364,0,0,300,283,"-1"
5948,"HAW-01566",2013,2013-08-04,"HA1304","2013","RAMP_BASIC","HAW_KONA",0,13.41054557,13.41054557,"CPCE","MHI","Hawaii",0,0,19.16065933,-155.91548335,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1522491349481,0,0,0,0,0,0,0,0,0,0,0,1.73010380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346020761245675,0,0,0,0,0,0,0,0,1.3840830449827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1003460207612,0.69204152249135,0,0,0,5.19031141868512,0,0.346020761245675,0,0,0,0,47.0588235294118,0,0,0,0,0,0,300,289,"-1"
5949,"HAW-00765",2013,2013-08-04,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,23.8,28.8,"CPCE","MHI","Hawaii",0,0,19.12053332,-155.92019339,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0.638977635782748,0,0,0,0,0,1.2779552715655,0,0,0,0,0,0,0,0,0,0,0,1.59744408945687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55591054313099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3482428115016,0,0,11.1821086261981,5.43130990415335,0,0,0,1.91693290734824,0,0,0,0,0,0,68.0511182108626,0,0,0,0,0,0,320,313,"-1"
