METHOD,SITE,SITEVISITID,TRANSECTAREA_j,GENUS_CODE,JuvColCount,JuvColDen,MISSIONID,DATE_,OBS_YEAR,REGION,REGION_NAME,ISLAND,ISLANDCODE,SEC_NAME,REEF_ZONE,DEPTH_BIN,AREA_HA,REP_CARD,RAMP_CURRENT,RAMP_BASIC,MARI2011,MARI2014,TUT10_12,AS_SANCTUARY,bA_BENTHIC_REP_CARD,bBENTHIC_SEC_CODE,bGEN_MHI_STRUCTURE,bPROTECTION_DS,BENTHIC_BASIC,SAMOA_CLIMATE,BENTHIC_2018,NOTES,Juvpres.abs,NH,STRATANAME,REGION_YEAR,DB_RZ,n,sw,LATITUDE,LONGITUDE,MIN_DEPTH_M,MAX_DEPTH_M,HumanDen,Dist,N
DIVER,HAW-01631,5955,3,SSSS,29,9.66666666666667,HA1304,2013-08-05,2013,MHI,Main Hawaiian Islands,Hawaii,HAW,HAW_PUNA,Forereef,Deep,1446.862405,Hawaii,HAW_PUNA,HAW_PUNA,NOT,NOT,NOT,NOT,HAW_CM,HAW_PU,CM,OPEN,HAW_CMPU_CM_OPEN,NOT,HAW_PUNA,,1,5787,HAW_PUNA_Forereef_Deep,MHI_2013,Forereef_Deep,3,1929,19.8325335,-155.0803804,NA,24.38281012,58.30138905843099,4000,3
DIVER,HAW-01643,5956,3,SSSS,18,6,HA1304,2013-08-05,2013,MHI,Main Hawaiian Islands,Hawaii,HAW,HAW_PUNA,Forereef,Mid,1603.885128,Hawaii,HAW_PUNA,HAW_PUNA,NOT,NOT,NOT,NOT,HAW_CM,HAW_PU,CM,OPEN,HAW_CMPU_CM_OPEN,NOT,HAW_PUNA,,1,6416,HAW_PUNA_Forereef_Mid,MHI_2013,Forereef_Mid,5,1283.2,19.74481596,-155.0538582,NA,13.41054557,369.4532470703125,0,1
DIVER,HAW-01648,5982,3,SSSS,6,2,HA1304,2013-08-06,2013,MHI,Main Hawaiian Islands,Hawaii,HAW,HAW_PUNA,Forereef,Mid,1603.885128,Hawaii,HAW_PUNA,HAW_PUNA,NOT,NOT,NOT,NOT,HAW_CM,HAW_PU,CM,OPEN,HAW_CMPU_CM_OPEN,NOT,HAW_PUNA,,1,6416,HAW_PUNA_Forereef_Mid,MHI_2013,Forereef_Mid,5,1283.2,19.408233,-154.901467,13.71533069,15.23925632,18.235937118530273,0,1
DIVER,HAW-01743,5983,3,SSSS,22,7.33333333333333,HA1304,2013-08-06,2013,MHI,Main Hawaiian Islands,Hawaii,HAW,HAW_PUNA,Forereef,Mid,1603.885128,Hawaii,HAW_PUNA,HAW_PUNA,NOT,NOT,NOT,NOT,HAW_CM,HAW_PU,CM,OPEN,HAW_CMPU_CM_OPEN,NOT,HAW_PUNA,,1,6416,HAW_PUNA_Forereef_Mid,MHI_2013,Forereef_Mid,5,1283.2,19.3557,-154.966183,13.10576044,15.23925632,10.936970710754395,0,1
DIVER,HAW-01750,5968,3,SSSS,2,0.666666666666667,HA1304,2013-08-06,2013,MHI,Main Hawaiian Islands,Hawaii,HAW,HAW_PUNA,Forereef,Mid,1603.885128,Hawaii,HAW_PUNA,HAW_PUNA,NOT,NOT,NOT,NOT,HAW_CM,HAW_PU,CM,OPEN,HAW_CMPU_CM_OPEN,NOT,HAW_PUNA,,1,6416,HAW_PUNA_Forereef_Mid,MHI_2013,Forereef_Mid,5,1283.2,19.4459773,-154.8528663,10.97226455,13.10576044,4.244543552398682,0,1
DIVER,HAW-01757,5969,3,SSSS,12,4,HA1304,2013-08-06,2013,MHI,Main Hawaiian Islands,Hawaii,HAW,HAW_PUNA,Forereef,Mid,1603.885128,Hawaii,HAW_PUNA,HAW_PUNA,NOT,NOT,NOT,NOT,HAW_CM,HAW_PU,CM,OPEN,HAW_CMPU_CM_OPEN,NOT,HAW_PUNA,,1,6416,HAW_PUNA_Forereef_Mid,MHI_2013,Forereef_Mid,5,1283.2,19.36768128,-154.9536881,14.02011582,17.37275221,18.644821166992188,0,1
DIVER,HAW-01759,5981,3,SSSS,8,2.66666666666667,HA1304,2013-08-06,2013,MHI,Main Hawaiian Islands,Hawaii,HAW,HAW_PUNA,Forereef,Deep,1446.862405,Hawaii,HAW_PUNA,HAW_PUNA,NOT,NOT,NOT,NOT,HAW_CM,HAW_PU,CM,OPEN,HAW_CMPU_CM_OPEN,NOT,HAW_PUNA,,1,5787,HAW_PUNA_Forereef_Deep,MHI_2013,Forereef_Deep,3,1929,19.49005,-154.814167,19.5062481,21.33495885,44.27362060546875,0,1
DIVER,HAW-01766,5989,3,SSSS,6,2,HA1304,2013-08-07,2013,MHI,Main Hawaiian Islands,Hawaii,HAW,HAW_KONA,Forereef,Shallow,1817.863584,Hawaii,HAW_KONA,HAW_KONA,NOT,NOT,NOT,NOT,HAW_CR,HAW_KO,CR,OPEN,HAW_CRKO_CR_OPEN,NOT,HAW_KONA,,1,7271,HAW_KONA_Forereef_Shallow,MHI_2013,Forereef_Shallow,3,2423.66666666667,18.92598792,-155.6828787,4.571776897,8.229198415,0.4521668553352356,0,1
DIVER,KAU-01217,6154,2,SSSS,30,15,HA1304,2013-08-17,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_EAST,Forereef,Deep,2891.111917,Kaa-Nii,KAU_EAST,KAU_EAST,NOT,NOT,NOT,NOT,KAU_SI,KAU_EA,SI,OPEN,KAU_SIEA_SI_OPEN,NOT,KAU_EAST,,1,11564,KAU_EAST_Forereef_Deep,MHI_2013,Forereef_Deep,3,3854.66666666667,21.88728875,-159.5715792,21.33495885,23.77323987,152.5289306640625,0,1
DIVER,KAU-01231,6074,3,SSSS,46,15.3333333333333,HA1304,2013-08-13,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_EAST,Forereef,Deep,2891.111917,Kaa-Nii,KAU_EAST,KAU_EAST,NOT,NOT,NOT,NOT,KAU_SI,KAU_EA,SI,OPEN,KAU_SIEA_SI_OPEN,NOT,KAU_EAST,,1,11564,KAU_EAST_Forereef_Deep,MHI_2013,Forereef_Deep,3,3854.66666666667,21.99781495,-159.3286937,18.28710759,18.28710759,1.4790561199188232,0,1
DIVER,KAU-01238,6159,3,SSSS,10,3.33333333333333,HA1304,2013-08-17,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_EAST,Forereef,Deep,2891.111917,Kaa-Nii,KAU_EAST,KAU_EAST,NOT,NOT,NOT,NOT,KAU_SI,KAU_EA,SI,OPEN,KAU_SIEA_SI_OPEN,NOT,KAU_EAST,,1,11564,KAU_EAST_Forereef_Deep,MHI_2013,Forereef_Deep,3,3854.66666666667,21.88105,-159.54254,21.94452911,22.55409936,152.5289306640625,0,1
DIVER,KAU-01252,6155,3,SSSS,17,5.66666666666667,HA1304,2013-08-17,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_EAST,Forereef,Mid,5602.631417,Kaa-Nii,KAU_EAST,KAU_EAST,NOT,NOT,NOT,NOT,KAU_SI,KAU_EA,SI,OPEN,KAU_SIEA_SI_OPEN,NOT,KAU_EAST,,1,22411,KAU_EAST_Forereef_Mid,MHI_2013,Forereef_Mid,2,11205.5,21.88926604,-159.5662502,13.10576044,14.32490094,152.5289306640625,0,1
DIVER,KAU-01263,6158,3,SSSS,39,13,HA1304,2013-08-17,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_EAST,Forereef,Mid,5602.631417,Kaa-Nii,KAU_EAST,KAU_EAST,NOT,NOT,NOT,NOT,KAU_SI,KAU_EA,SI,OPEN,KAU_SIEA_SI_OPEN,NOT,KAU_EAST,,1,22411,KAU_EAST_Forereef_Mid,MHI_2013,Forereef_Mid,2,11205.5,21.91232,-159.65221,15.23925632,16.45839683,1.1167984008789063,0,1
DIVER,KAU-01291,6157,3,SSSS,10,3.33333333333333,HA1304,2013-08-17,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_EAST,Forereef,Shallow,3051.65048,Kaa-Nii,KAU_EAST,KAU_EAST,NOT,NOT,NOT,NOT,KAU_SI,KAU_EA,SI,OPEN,KAU_SIEA_SI_OPEN,NOT,KAU_EAST,,1,12207,KAU_EAST_Forereef_Shallow,MHI_2013,Forereef_Shallow,2,6103.5,21.9533,-159.69987,5.18134715,5.790917403,631.33087158203125,0,1
DIVER,KAU-01293,6156,3,SSSS,0,0,HA1304,2013-08-17,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_EAST,Forereef,Shallow,3051.65048,Kaa-Nii,KAU_EAST,KAU_EAST,NOT,NOT,NOT,NOT,KAU_SI,KAU_EA,SI,OPEN,KAU_SIEA_SI_OPEN,NOT,KAU_EAST,,0,12207,KAU_EAST_Forereef_Shallow,MHI_2013,Forereef_Shallow,2,6103.5,21.95339606,-159.6764472,2.133495885,3.047851265,631.33087158203125,0,1
DIVER,KAU-01312,6116,3,SSSS,43,14.3333333333333,HA1304,2013-08-15,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_NAPALI,Forereef,Deep,4307.948554,Kaa-Nii,KAU_NAPALI,KAU_NAPALI,NOT,NOT,NOT,NOT,KAU_SI,KAU_NA,SI,OPEN,KAU_SINA_SI_OPEN,NOT,KAU_NAPALI,,1,17232,KAU_NAPALI_Forereef_Deep,MHI_2013,Forereef_Deep,2,8616,22.16807337,-159.7257812,24.38281012,24.99238037,0.19317293167114258,4000,1
DIVER,KAU-01339,6121,3,SSSS,6,2,HA1304,2013-08-15,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_NAPALI,Forereef,Shallow,397.7237848,Kaa-Nii,KAU_NAPALI,KAU_NAPALI,NOT,NOT,NOT,NOT,KAU_SI,KAU_NA,SI,OPEN,KAU_SINA_SI_OPEN,NOT,KAU_NAPALI,,1,1591,KAU_NAPALI_Forereef_Shallow,MHI_2013,Forereef_Shallow,3,530.333333333333,22.11616181,-159.7387894,3.352636391,3.962206644,0.20446553826332092,0,1
DIVER,KAU-01340,6119,3,SSSS,31,10.3333333333333,HA1304,2013-08-15,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_NAPALI,Forereef,Deep,4307.948554,Kaa-Nii,KAU_NAPALI,KAU_NAPALI,NOT,NOT,NOT,NOT,KAU_SI,KAU_NA,SI,OPEN,KAU_SINA_SI_OPEN,NOT,KAU_NAPALI,,1,17232,KAU_NAPALI_Forereef_Deep,MHI_2013,Forereef_Deep,2,8616,22.16817328,-159.7226059,20.7253886,21.33495885,0.19317293167114258,4000,1
DIVER,KAU-01352,6122,3,SSSS,5,1.66666666666667,HA1304,2013-08-15,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_NAPALI,Forereef,Shallow,397.7237848,Kaa-Nii,KAU_NAPALI,KAU_NAPALI,NOT,NOT,NOT,NOT,KAU_SI,KAU_NA,SI,OPEN,KAU_SINA_SI_OPEN,NOT,KAU_NAPALI,,1,1591,KAU_NAPALI_Forereef_Shallow,MHI_2013,Forereef_Shallow,3,530.333333333333,22.06374968,-159.7854333,3.657421518,4.876562024,0.06261782348155975,0,1
DIVER,KAU-01361,6120,3,SSSS,8,2.66666666666667,HA1304,2013-08-15,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_NAPALI,Forereef,Mid,1876.001023,Kaa-Nii,KAU_NAPALI,KAU_NAPALI,NOT,NOT,NOT,NOT,KAU_SI,KAU_NA,SI,OPEN,KAU_SINA_SI_OPEN,NOT,KAU_NAPALI,,1,7504,KAU_NAPALI_Forereef_Mid,MHI_2013,Forereef_Mid,2,3752,22.15537386,-159.720993,12.19140506,12.80097531,0.19317293167114258,0,1
DIVER,KAU-01363,6117,3,SSSS,31,10.3333333333333,HA1304,2013-08-15,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_NAPALI,Forereef,Mid,1876.001023,Kaa-Nii,KAU_NAPALI,KAU_NAPALI,NOT,NOT,NOT,NOT,KAU_SI,KAU_NA,SI,OPEN,KAU_SINA_SI_OPEN,NOT,KAU_NAPALI,,1,7504,KAU_NAPALI_Forereef_Mid,MHI_2013,Forereef_Mid,2,3752,22.16861,-159.70004,12.19140506,12.80097531,0.4049352705478668,0,1
DIVER,KAU-01366,6118,3,SSSS,0,0,HA1304,2013-08-15,2013,MHI,Main Hawaiian Islands,Kauai,KAU,KAU_NAPALI,Forereef,Shallow,397.7237848,Kaa-Nii,KAU_NAPALI,KAU_NAPALI,NOT,NOT,NOT,NOT,KAU_SI,KAU_NA,SI,OPEN,KAU_SINA_SI_OPEN,NOT,KAU_NAPALI,,0,1591,KAU_NAPALI_Forereef_Shallow,MHI_2013,Forereef_Shallow,3,530.333333333333,22.07905672,-159.7688707,3.962206644,3.962206644,0.06261782348155975,0,1
DIVER,LAN-01237,6267,3,SSSS,2,0.666666666666667,HA1304,2013-08-21,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_NORTH,Forereef,Shallow,631.8075072,Maui-nui,LAN_NORTH,LAN_NORTH,NOT,NOT,NOT,NOT,LAN_CR,LAN_NO,CR,OPEN,LAN_CRNO_CR_OPEN,NOT,LAN_NORTH,,1,2527,LAN_NORTH_Forereef_Shallow,MHI_2013,Forereef_Shallow,3,842.333333333333,20.93033491,-157.001069,4.876562024,5.18134715,0,0,1
DIVER,LAN-01246,6268,3,SSSS,7,2.33333333333333,HA1304,2013-08-21,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_NORTH,Forereef,Mid,599.9003844,Maui-nui,LAN_NORTH,LAN_NORTH,NOT,NOT,NOT,NOT,LAN_CR,LAN_NO,CR,OPEN,LAN_CRNO_CR_OPEN,NOT,LAN_NORTH,,1,2400,LAN_NORTH_Forereef_Mid,MHI_2013,Forereef_Mid,3,800,20.9277314,-157.0270861,14.02011582,14.02011582,0,0,1
DIVER,LAN-01248,6248,3,SSSS,12,4,HA1304,2013-08-21,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_NORTH,Forereef,Mid,599.9003844,Maui-nui,LAN_NORTH,LAN_NORTH,NOT,NOT,NOT,NOT,LAN_CR,LAN_NO,CR,OPEN,LAN_CRNO_CR_OPEN,NOT,LAN_NORTH,,1,2400,LAN_NORTH_Forereef_Mid,MHI_2013,Forereef_Mid,3,800,20.90296749,-156.8728644,10.3626943,11.58183481,0,0,1
DIVER,LAN-01254,6249,3,SSSS,4,1.33333333333333,HA1304,2013-08-21,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_NORTH,Forereef,Shallow,631.8075072,Maui-nui,LAN_NORTH,LAN_NORTH,NOT,NOT,NOT,NOT,LAN_CR,LAN_NO,CR,OPEN,LAN_CRNO_CR_OPEN,NOT,LAN_NORTH,,1,2527,LAN_NORTH_Forereef_Shallow,MHI_2013,Forereef_Shallow,3,842.333333333333,20.92207907,-156.9135448,3.047851265,3.657421518,0,0,1
DIVER,LAN-01255,6266,3,SSSS,3,1,HA1304,2013-08-21,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_NORTH,Forereef,Shallow,631.8075072,Maui-nui,LAN_NORTH,LAN_NORTH,NOT,NOT,NOT,NOT,LAN_CR,LAN_NO,CR,OPEN,LAN_CRNO_CR_OPEN,NOT,LAN_NORTH,,1,2527,LAN_NORTH_Forereef_Shallow,MHI_2013,Forereef_Shallow,3,842.333333333333,20.92357272,-156.9429005,1.523925632,1.828710759,0,0,1
DIVER,LAN-01263,6282,3,SSSS,11,3.66666666666667,HA1304,2013-08-22,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_SOUTH,Forereef,Mid,487.9877445,Maui-nui,LAN_SOUTH,LAN_SOUTH,NOT,NOT,NOT,NOT,LAN_CM,LAN_SO,CM,OPEN,LAN_CMSO_CM_OPEN,NOT,LAN_SOUTH,,1,1952,LAN_SOUTH_Forereef_Mid,MHI_2013,Forereef_Mid,3,650.666666666667,20.75594774,-156.8422085,13.41054557,17.67753734,0,0,1
DIVER,LAN-01265,6292,3,SSSS,15,5,HA1304,2013-08-22,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_SOUTH,Forereef,Mid,487.9877445,Maui-nui,LAN_SOUTH,LAN_SOUTH,NOT,NOT,NOT,NOT,LAN_CM,LAN_SO,CM,OPEN,LAN_CMSO_CM_OPEN,NOT,LAN_SOUTH,,1,1952,LAN_SOUTH_Forereef_Mid,MHI_2013,Forereef_Mid,3,650.666666666667,20.78098641,-156.8197221,15.84882658,16.76318196,0,0,1
DIVER,LAN-01269,6293,3,SSSS,29,9.66666666666667,HA1304,2013-08-22,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_SOUTH,Forereef,Mid,487.9877445,Maui-nui,LAN_SOUTH,LAN_SOUTH,NOT,NOT,NOT,NOT,LAN_CM,LAN_SO,CM,OPEN,LAN_CMSO_CM_OPEN,NOT,LAN_SOUTH,,1,1952,LAN_SOUTH_Forereef_Mid,MHI_2013,Forereef_Mid,3,650.666666666667,20.76166964,-156.8334028,10.66747943,11.27704968,0,0,1
DIVER,LAN-01272,6294,3,SSSS,24,8,HA1304,2013-08-22,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_SOUTH,Forereef,Shallow,746.0718328,Maui-nui,LAN_SOUTH,LAN_SOUTH,NOT,NOT,NOT,NOT,LAN_CM,LAN_SO,CM,OPEN,LAN_CMSO_CM_OPEN,NOT,LAN_SOUTH,,1,2984,LAN_SOUTH_Forereef_Shallow,MHI_2013,Forereef_Shallow,4,746,20.74299484,-156.8763593,4.266991771,4.876562024,5.187561511993408,0,1
DIVER,LAN-01284,6295,3,SSSS,30,10,HA1304,2013-08-22,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_SOUTH,Forereef,Shallow,746.0718328,Maui-nui,LAN_SOUTH,LAN_SOUTH,NOT,NOT,NOT,NOT,LAN_CM,LAN_SO,CM,OPEN,LAN_CMSO_CM_OPEN,NOT,LAN_SOUTH,,1,2984,LAN_SOUTH_Forereef_Shallow,MHI_2013,Forereef_Shallow,4,746,20.73574986,-156.9112426,4.571776897,5.18134715,5.187561511993408,0,1
DIVER,LAN-01286,6284,3,SSSS,36,12,HA1304,2013-08-22,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_SOUTH,Forereef,Shallow,746.0718328,Maui-nui,LAN_SOUTH,LAN_SOUTH,NOT,NOT,NOT,NOT,LAN_CM,LAN_SO,CM,OPEN,LAN_CMSO_CM_OPEN,NOT,LAN_SOUTH,,1,2984,LAN_SOUTH_Forereef_Shallow,MHI_2013,Forereef_Shallow,4,746,20.73575531,-156.9313856,3.352636391,6.09570253,0.13490410149097443,0,1
DIVER,LAN-01300,6283,3,SSSS,7,2.33333333333333,HA1304,2013-08-22,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_SOUTH,Forereef,Shallow,746.0718328,Maui-nui,LAN_SOUTH,LAN_SOUTH,NOT,NOT,NOT,NOT,LAN_CM,LAN_SO,CM,OPEN,LAN_CMSO_CM_OPEN,NOT,LAN_SOUTH,,1,2984,LAN_SOUTH_Forereef_Shallow,MHI_2013,Forereef_Shallow,4,746,20.76356437,-156.832809,3.352636391,4.266991771,0,0,1
DIVER,LAN-01311,6265,3,SSSS,6,2,HA1304,2013-08-21,2013,MHI,Main Hawaiian Islands,Lanai,LAN,LAN_NORTH,Forereef,Mid,599.9003844,Maui-nui,LAN_NORTH,LAN_NORTH,NOT,NOT,NOT,NOT,LAN_CR,LAN_NO,CR,OPEN,LAN_CRNO_CR_OPEN,NOT,LAN_NORTH,,1,2400,LAN_NORTH_Forereef_Mid,MHI_2013,Forereef_Mid,3,800,20.91813513,-156.8921104,13.71533069,13.41054557,0,0,1
DIVER,MAI-01443,6038,3,SSSS,4,1.33333333333333,HA1304,2013-08-10,2013,MHI,Main Hawaiian Islands,Maui,MAI,MAI_KIHEI,Forereef,Mid,682.5282166,Maui-nui,MAI_KIHEI,MAI_KIHEI,NOT,NOT,NOT,NOT,MAI_CM,MAI_KI,CM,OPEN,MAI_CMKI_CM_OPEN,NOT,MAI_KIHEI,,1,2730,MAI_KIHEI_Forereef_Mid,MHI_2013,Forereef_Mid,2,1365,20.80088295,-156.6115008,14.9344712,15.84882658,5.543756008148193,0,1
DIVER,MAI-01502,6037,3,SSSS,14,4.66666666666667,HA1304,2013-08-09,2013,MHI,Main Hawaiian Islands,Maui,MAI,MAI_NE,Forereef,Shallow,481.2408332,Maui-nui,MAI_NE,MAI_NE,NOT,NOT,NOT,NOT,MAI_CM,MAI_NE,CM,OPEN,MAI_CMNE_CM_OPEN,NOT,MAI_NE,,1,1925,MAI_NE_Forereef_Shallow,MHI_2013,Forereef_Shallow,2,962.5,20.93434112,-156.2540466,3.962206644,7.010057909,93.29756164550781,0,1
