"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","new_MIN_DEPTH_M","new_MAX_DEPTH_M","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","CCA","CORAL","EMA","HAL","I","MA","SC","SED","TURF","N","new.N"
5917,"MAI-00435",2013,2013-08-02,"HA1304","2013-15","RAMP_BASIC","MAI_KIHEI",0,9,11.8,"CPCE","MHI","Maui",0,0,20.64671637,-156.44700062,"Forereef","Mid",0.955414012738854,36.9426751592357,1.27388535031847,0,0,1.27388535031847,0,1.27388535031847,58.2802547770701,320,314
5918,"MAI-00441",2013,2013-08-02,"HA1304","2013-15","RAMP_BASIC","MAI_KIHEI",0,8.8,10.9,"CPCE","MHI","Maui",0,0,20.63803112,-156.4528682,"Forereef","Mid",0.318471337579618,23.2484076433121,0.318471337579618,0,0,0.955414012738854,0,14.3312101910828,60.828025477707,320,314
5919,"MAI-00433",2013,2013-08-02,"HA1304","2013-15","RAMP_BASIC","MAI_KIHEI",0,3.9,5.2,"CPCE","MHI","Maui",0,0,20.64979387,-156.44357225,"Forereef","Shallow",0,31.1111111111111,0,0,0,0,0,5.71428571428571,63.1746031746032,320,315
5920,"MAI-01587",2013,2013-08-02,"HA1304","2013","RAMP_BASIC","MAI_KIHEI",0,14.02011582,14.9344712,"CPCE","MHI","Maui",0,0,20.71970028,-156.45817604,"Forereef","Mid",10.9965635738832,49.1408934707904,1.03092783505155,0,1.71821305841924,0,0,0,37.1134020618557,300,291
5922,"MAI-01449",2013,2013-08-02,"HA1304","2013","RAMP_BASIC","MAI_KIHEI",0,4.876562024,5.486132277,"CPCE","MHI","Maui",0,0,20.73105164,-156.45834158,"Forereef","Shallow",0,35.8974358974359,0,0,0,0,0,1.46520146520147,62.6373626373626,290,273
5923,"HAW-00416",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,9.4,10.9,"CPCE","MHI","Hawaii",0,0,20.22456148,-155.73706063,"Forereef","Mid",3.54838709677419,4.83870967741935,0.32258064516129,0,0,0,0,0.645161290322581,90.6451612903226,310,310
5924,"HAW-00402",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,27.3,30,"CPCE","MHI","Hawaii",0,0,20.24326519,-155.7588726,"Forereef","Deep",0.66006600660066,2.31023102310231,0,0,0,0.33003300330033,0,0.99009900990099,95.7095709570957,310,303
5925,"HAW-00469",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,5,5.2,"CPCE","MHI","Hawaii",0,0,20.24433305,-155.77398232,"Forereef","Shallow",1.68350168350168,0.336700336700337,0,0,0,10.4377104377104,0,7.74410774410774,79.7979797979798,300,297
5926,"HAW-00468",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,4.2,5.8,"CPCE","MHI","Hawaii",0,0,20.24934433,-155.7970292,"Forereef","Shallow",0.632911392405063,2.53164556962025,0.316455696202532,0,0,0,0,6.9620253164557,89.5569620253165,320,316
5927,"HAW-00433",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,13.3,13.9,"CPCE","MHI","Hawaii",0,0,20.26168551,-155.82469585,"Forereef","Mid",0.630914826498423,3.15457413249211,0.315457413249211,0,0,0.630914826498423,0,7.25552050473186,88.01261829653,320,317
5928,"HAW-00398",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,22.7,25.8,"CPCE","MHI","Hawaii",0,0,20.27029943,-155.84218847,"Forereef","Deep",4.20711974110032,1.29449838187702,1.29449838187702,0,0,1.94174757281553,0,1.29449838187702,89.9676375404531,310,309
5929,"HAW-00397",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,21.6,23.6,"CPCE","MHI","Hawaii",0,0,20.19749522,-155.70913447,"Forereef","Deep",0,2.53164556962025,0.632911392405063,0,0,0,0,9.81012658227848,87.0253164556962,320,316
5930,"HAW-00431",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,10.7,13.5,"CPCE","MHI","Hawaii",0,0,20.19613224,-155.71175289,"Forereef","Mid",0.980392156862745,2.28758169934641,0.980392156862745,0,0,2.28758169934641,0,33.9869281045752,59.4771241830065,310,306
5931,"HAW-00448",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,11,13.9,"CPCE","MHI","Hawaii",0,0,20.25059533,-155.7924614,"Forereef","Mid",3.05810397553517,21.1009174311927,2.14067278287462,0,0,0.305810397553517,0,1.52905198776758,71.8654434250764,330,327
5932,"HAW-00395",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,24,27,"CPCE","MHI","Hawaii",0,0,20.25749448,-155.80384419,"Forereef","Deep",0.324675324675325,4.22077922077922,0,0,0,0,0,3.8961038961039,91.5584415584416,310,308
5933,"HAW-00407",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,13.6,15.5,"CPCE","MHI","Hawaii",0,0,20.26759828,-155.84732381,"Forereef","Mid",0.649350649350649,1.62337662337662,0.649350649350649,0,0,0.974025974025974,0,19.1558441558442,76.9480519480519,310,308
5934,"HAW-00460",2013,2013-08-03,"HA1304","2013-15","RAMP_BASIC","HAW_HAMAKUA",0,5.5,6,"CPCE","MHI","Hawaii",0,0,20.24361681,-155.88990362,"Forereef","Shallow",0,0.940438871473354,0.313479623824451,0,0,0,0,3.76175548589342,94.9843260188088,330,319
5936,"HAW-01402",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,20.11581835,22.24931423,"CPCE","MHI","Hawaii",0,0,20.2405,-155.75785,"Forereef","Deep",2.40963855421687,1.60642570281124,0,0,0,0,0,5.22088353413655,90.7630522088353,260,249
5937,"HAW-01411",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,NA,12.80097531,"CPCE","MHI","Hawaii",0,0,20.23514229,-155.75178922,"Forereef","Mid",3.65448504983389,8.30564784053156,1.66112956810631,0,0.332225913621262,0,0,0,86.046511627907,310,301
5938,"HAW-01468",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,NA,6.400487656,"CPCE","MHI","Hawaii",0,0,20.24428267,-155.89005483,"Forereef","Shallow",2.34113712374582,12.0401337792642,0,0,0,0,0,5.01672240802676,80.6020066889632,320,299
5939,"HAW-01448",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,12.80097531,13.71533069,"CPCE","MHI","Hawaii",0,0,20.25085609,-155.79183745,"Forereef","Mid",1.3840830449827,15.2249134948097,0.69204152249135,0,0,0,0,0.69204152249135,82.0069204152249,300,289
5942,"HAW-01476",2013,2013-08-03,"HA1304","2013","RAMP_BASIC","HAW_HAMAKUA",0,5.486132277,6.09570253,"CPCE","MHI","Hawaii",0,0,20.26737649,-155.86296746,"Forereef","Shallow",3.886925795053,15.9010600706714,1.06007067137809,0,0,0.353356890459364,0,0,78.7985865724382,300,283
5948,"HAW-01566",2013,2013-08-04,"HA1304","2013","RAMP_BASIC","HAW_KONA",0,13.41054557,13.41054557,"CPCE","MHI","Hawaii",0,0,19.16065933,-155.91548335,"Forereef","Mid",4.1522491349481,41.1764705882353,2.07612456747405,0,0.346020761245675,0,0,5.19031141868512,47.0588235294118,300,289
5949,"HAW-00765",2013,2013-08-04,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,23.8,28.8,"CPCE","MHI","Hawaii",0,0,19.12053332,-155.92019339,"Forereef","Deep",1.2779552715655,26.517571884984,1.59744408945687,0,0,0.638977635782748,0,1.91693290734824,68.0511182108626,320,313
5950,"HAW-00506",2013,2013-08-04,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,17.6,18.2,"CPCE","MHI","Hawaii",0,0,19.13674979,-155.91901883,"Forereef","Mid",34.7266881028939,42.1221864951768,3.21543408360129,0,0,0.321543408360129,0,0,19.6141479099678,330,311
5951,"HAW-00487",2013,2013-08-04,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,4,6.1,"CPCE","MHI","Hawaii",0,0,19.15302216,-155.91550673,"Forereef","Shallow",5.93471810089021,13.946587537092,0.29673590504451,0,0,1.18694362017804,0,0.593471810089021,78.0415430267062,340,337
5955,"HAW-01631",2013,2013-08-05,"HA1304","2013","RAMP_BASIC","HAW_PUNA",0,NA,24.38281012,"CPCE","MHI","Hawaii",0,0,19.8325335,-155.08038042,"Forereef","Deep",0.342465753424658,6.50684931506849,1.71232876712329,0,0,0,0,16.0958904109589,75.3424657534247,300,292
5956,"HAW-01643",2013,2013-08-05,"HA1304","2013","RAMP_BASIC","HAW_PUNA",0,NA,13.41054557,"CPCE","MHI","Hawaii",0,0,19.74481596,-155.05385815,"Forereef","Mid",22.5352112676056,34.1549295774648,4.92957746478873,0,0,0.352112676056338,0,0,38.0281690140845,290,284
5957,"HAW-01748",2013,2013-08-05,"HA1304","2013","RAMP_BASIC","HAW_PUNA",0,3.962206644,6.705272783,"CPCE","MHI","Hawaii",0,0,19.7366633,-155.01567632,"Forereef","Shallow",20.9219858156028,21.9858156028369,1.06382978723404,0,0,0.354609929078014,0,0,55.6737588652482,290,282
5958,"HAW-00631",2013,2013-08-05,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,22.3,24.5,"CPCE","MHI","Hawaii",0,0,19.8325335,-155.08038042,"Forereef","Deep",2.07715133531157,4.15430267062314,0,0,0,0.29673590504451,0,4.15430267062314,89.3175074183976,340,337
5959,"HAW-00643",2013,2013-08-05,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,10.7,11.9,"CPCE","MHI","Hawaii",0,0,19.74481596,-155.05385815,"Forereef","Mid",13.1410256410256,40.0641025641026,3.84615384615385,0,0,0.32051282051282,0,0,42.6282051282051,330,312
5960,"HAW-00748",2013,2013-08-05,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,2.4,5.8,"CPCE","MHI","Hawaii",0,0,19.7366633,-155.01567632,"Forereef","Shallow",17.3913043478261,11.5942028985507,4.05797101449275,0,0.289855072463768,0.289855072463768,0,0.289855072463768,66.0869565217391,350,345
5961,"HAW-00629",2013,2013-08-05,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,22.3,23.9,"CPCE","MHI","Hawaii",0,0,19.74557402,-155.02553319,"Forereef","Deep",19.811320754717,25.1572327044025,11.0062893081761,0,0,3.14465408805031,0,0,40.8805031446541,340,318
5962,"HAW-00640",2013,2013-08-05,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,10.9,12,"CPCE","MHI","Hawaii",0,0,19.74691001,-155.05798113,"Forereef","Mid",20.2090592334495,39.7212543554007,3.13588850174216,0,0,0.348432055749129,0,0,36.5853658536585,300,287
5963,"HAW-00649",2013,2013-08-05,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,12,12.7,"CPCE","MHI","Hawaii",0,0,19.66451297,-154.97484572,"Forereef","Mid",4.27631578947368,12.5,0.328947368421053,0,0,0.328947368421053,0,0,82.5657894736842,310,304
5964,"HAW-00632",2013,2013-08-05,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,22.5,23,"CPCE","MHI","Hawaii",0,0,19.74418798,-155.0468021,"Forereef","Deep",3.92156862745098,78.1512605042017,0.840336134453782,0,0,1.12044817927171,0,0,15.9663865546218,360,357
5965,"HAW-00664",2013,2013-08-05,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,4,6.3,"CPCE","MHI","Hawaii",0,0,19.77316163,-155.0877632,"Forereef","Shallow",21.523178807947,15.5629139072848,16.887417218543,0,0.662251655629139,0.33112582781457,0,0,45.0331125827815,310,302
5969,"HAW-01757",2013,2013-08-06,"HA1304","2013","RAMP_BASIC","HAW_PUNA",0,14.02011582,17.37275221,"CPCE","MHI","Hawaii",0,0,19.36768128,-154.95368812,"Forereef","Mid",1.41843971631206,16.6666666666667,1.41843971631206,0,1.06382978723404,0.354609929078014,0,9.21985815602837,69.8581560283688,300,282
5970,"HAW-00642",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,13.4,15.2,"CPCE","MHI","Hawaii",0,0,19.46009243,-154.83479544,"Forereef","Mid",11.1111111111111,13.6507936507937,5.3968253968254,0,0.317460317460317,2.53968253968254,0,0.317460317460317,66.6666666666667,320,315
5971,"HAW-00625",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,18.3,25.5,"CPCE","MHI","Hawaii",0,0,19.44146164,-154.85740176,"Forereef","Deep",8.03571428571429,7.44047619047619,5.65476190476191,0,0,0.297619047619048,0,0.297619047619048,78.2738095238095,340,336
5972,"HAW-00648",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,9.4,13,"CPCE","MHI","Hawaii",0,0,19.40856803,-154.90092865,"Forereef","Mid",5.5045871559633,13.4556574923547,0.917431192660551,0,1.22324159021407,0.917431192660551,0,9.78593272171254,68.1957186544342,330,327
5973,"HAW-00754",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,11.2,15.2,"CPCE","MHI","Hawaii",0,0,19.38144528,-154.93578195,"Forereef","Mid",6.11620795107034,19.5718654434251,2.75229357798165,0,1.8348623853211,0,0,0.611620795107034,69.1131498470948,330,327
5974,"HAW-00662",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,4.2,6.7,"CPCE","MHI","Hawaii",0,0,19.39415543,-154.92583472,"Forereef","Shallow",16.504854368932,18.1229773462783,0,0,0,0.323624595469256,0,2.26537216828479,62.7831715210356,320,309
5975,"HAW-00759",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,23,24,"CPCE","MHI","Hawaii",0,0,19.49032243,-154.81463327,"Forereef","Deep",9.77198697068404,12.0521172638436,0.325732899022801,0,0.325732899022801,1.62866449511401,0,0,75.8957654723127,310,307
5976,"HAW-00750",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,12.1,18,"CPCE","MHI","Hawaii",0,0,19.4433614,-154.85562975,"Forereef","Mid",14.7766323024055,14.7766323024055,13.0584192439863,0,2.06185567010309,0.687285223367698,0,0.343642611683849,54.2955326460481,300,291
5977,"HAW-00751",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,20.6,23.7,"CPCE","MHI","Hawaii",0,0,19.42717879,-154.8753698,"Forereef","Deep",2.30263157894737,12.1710526315789,0.657894736842105,0,0,0,0,0.328947368421053,84.5394736842105,310,304
5978,"HAW-00663",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,5.5,6.2,"CPCE","MHI","Hawaii",0,0,19.4231828,-154.88391456,"Forereef","Shallow",5.3968253968254,20.3174603174603,0,0,0.317460317460317,0,0,0,73.968253968254,320,315
5979,"HAW-00757",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,10.9,12.5,"CPCE","MHI","Hawaii",0,0,19.36723553,-154.95483678,"Forereef","Mid",2.51572327044025,21.3836477987421,0.628930817610063,0,0.628930817610063,0,0,12.8930817610063,61.9496855345912,320,318
5980,"HAW-00755",2013,2013-08-06,"HA1304","2013-15","RAMP_BASIC","HAW_PUNA",0,10.3,12.3,"CPCE","MHI","Hawaii",0,0,19.37339933,-154.94640316,"Forereef","Mid",6.12903225806452,14.1935483870968,4.51612903225806,0,0.645161290322581,0.32258064516129,0,11.2903225806452,62.9032258064516,320,310
5981,"HAW-01759",2013,2013-08-06,"HA1304","2013","RAMP_BASIC","HAW_PUNA",0,19.5062481,21.33495885,"CPCE","MHI","Hawaii",0,0,19.49005,-154.814167,"Forereef","Deep",17.3469387755102,22.7891156462585,4.76190476190476,0,0.340136054421769,1.36054421768707,0,0.340136054421769,53.0612244897959,300,294
5982,"HAW-01648",2013,2013-08-06,"HA1304","2013","RAMP_BASIC","HAW_PUNA",0,13.71533069,15.23925632,"CPCE","MHI","Hawaii",0,0,19.408233,-154.901467,"Forereef","Mid",4.66666666666667,27.3333333333333,0.666666666666667,0,2.66666666666667,0.666666666666667,0,0,64,160,150
5983,"HAW-01743",2013,2013-08-06,"HA1304","2013","RAMP_BASIC","HAW_PUNA",0,13.10576044,15.23925632,"CPCE","MHI","Hawaii",0,0,19.3557,-154.966183,"Forereef","Mid",4.09556313993174,9.89761092150171,1.02389078498294,0,1.36518771331058,1.02389078498294,0,17.7474402730375,64.8464163822526,300,293
5986,"HAW-01677",2013,2013-08-07,"HA1304","2013","RAMP_BASIC","HAW_SE",0,19.81103322,23.16366961,"CPCE","MHI","Hawaii",0,0,19.1187421,-155.50833391,"Forereef","Deep",24.7311827956989,39.7849462365591,1.4336917562724,0,0.716845878136201,1.0752688172043,0,0,32.258064516129,300,279
5987,"HAW-01693",2013,2013-08-07,"HA1304","2013","RAMP_BASIC","HAW_SE",0,12.19140506,14.62968607,"CPCE","MHI","Hawaii",0,0,19.07674391,-155.55323107,"Forereef","Mid",3.92156862745098,44.7712418300654,0.326797385620915,0,0,0,0,0.326797385620915,50.6535947712418,310,306
5988,"HAW-01733",2013,2013-08-07,"HA1304","2013","RAMP_BASIC","HAW_SE",0,5.790917403,6.09570253,"CPCE","MHI","Hawaii",0,0,18.96680854,-155.61355932,"Forereef","Shallow",0,22.9032258064516,0,0,0,0,0,0.32258064516129,76.7741935483871,310,310
5989,"HAW-01766",2013,2013-08-07,"HA1304","2013","RAMP_BASIC","HAW_KONA",0,4.571776897,8.229198415,"CPCE","MHI","Hawaii",0,0,18.92598792,-155.68287866,"Forereef","Shallow",3.10344827586207,8.27586206896552,0.689655172413793,0,0,0,0,0,87.9310344827586,300,290
5990,"HAW-00679",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,20.9,27,"CPCE","MHI","Hawaii",0,0,19.08245567,-155.54522862,"Forereef","Deep",8.97435897435897,14.1025641025641,6.41025641025641,0,0,0.32051282051282,0,0.32051282051282,69.8717948717949,320,312
5991,"HAW-00697",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,13,13.9,"CPCE","MHI","Hawaii",0,0,19.04885941,-155.55203707,"Forereef","Mid",3.58306188925081,38.4364820846906,0.651465798045603,0,0.325732899022801,2.93159609120521,0,1.30293159609121,52.7687296416938,310,307
5992,"HAW-00735",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,10.7,15.2,"CPCE","MHI","Hawaii",0,0,19.03911771,-155.55666648,"Forereef","Mid",34.1389728096677,19.6374622356495,12.9909365558912,0,2.11480362537764,0,0,0,31.1178247734139,340,331
5993,"HAW-00687",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,13.7,17.1,"CPCE","MHI","Hawaii",0,0,19.00462098,-155.58381513,"Forereef","Mid",9.58466453674121,30.6709265175719,3.83386581469649,0,0,0.319488817891374,0,0.319488817891374,55.2715654952077,320,313
5994,"HAW-00733",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,4.2,4.3,"CPCE","MHI","Hawaii",0,0,18.96727181,-155.61379242,"Forereef","Shallow",0.887573964497041,2.66272189349112,0,0,0,0,0,8.57988165680473,87.8698224852071,340,338
5996,"HAW-00705",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,12,14,"CPCE","MHI","Hawaii",0,0,19.13276888,-155.50239768,"Forereef","Mid",1.68350168350168,19.1919191919192,0,0,0,0,0,0,79.1245791245791,300,297
5997,"HAW-00719",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,8,11,"CPCE","MHI","Hawaii",0,0,19.10352711,-155.53123335,"Forereef","Mid",4.81099656357388,38.1443298969072,1.3745704467354,0,1.03092783505155,0.687285223367698,0,0,53.9518900343643,300,291
5998,"HAW-00700",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,20.9,23.5,"CPCE","MHI","Hawaii",0,0,19.08267595,-155.54811375,"Forereef","Deep",0,7.21003134796238,0,0,0,0.313479623824451,0,6.58307210031348,85.8934169278997,320,319
5999,"HAW-00721",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,5.2,8.4,"CPCE","MHI","Hawaii",0,0,19.02496713,-155.56912735,"Forereef","Shallow",28.5198555956679,7.94223826714801,8.30324909747292,0,0.36101083032491,1.44404332129964,0,0,53.4296028880866,300,277
6000,"HAW-00675",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_SE",0,20,24.1,"CPCE","MHI","Hawaii",0,0,18.9636033,-155.60637427,"Forereef","Deep",16.9611307420495,37.8091872791519,4.24028268551237,0,0,3.886925795053,0,0,37.1024734982332,300,283
6001,"HAW-00732",2013,2013-08-07,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,8.8,12.7,"CPCE","MHI","Hawaii",0,0,18.91922507,-155.68496098,"Forereef","Mid",2.56410256410256,9.2948717948718,0.641025641025641,0,0,0.32051282051282,0,0,87.1794871794872,320,312
6002,"HAW-00532",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,8,11.2,"CPCE","MHI","Hawaii",0,0,20.03786271,-155.83679102,"Forereef","Mid",19.7411003236246,11.0032362459547,0.647249190938511,0,0,0,0,3.55987055016181,65.0485436893204,330,309
6003,"HAW-00486",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,18.2,22.1,"CPCE","MHI","Hawaii",0,0,19.98997229,-155.83812861,"Forereef","Deep",2.13523131672598,29.1814946619217,1.42348754448399,0,0,2.13523131672598,0,0.711743772241993,64.4128113879004,310,281
6004,"HAW-00591",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,1.5,1.7,"CPCE","MHI","Hawaii",0,0,19.94641087,-155.87149311,"Forereef","Shallow",0.651465798045603,28.9902280130293,0,0,0,0,0,0,70.3583061889251,330,307
6005,"HAW-00549",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,6.7,6.9,"CPCE","MHI","Hawaii",0,0,19.91792388,-155.89317374,"Forereef","Mid",24.7557003257329,36.4820846905537,0,0,0,2.28013029315961,0,0,36.4820846905537,320,307
6006,"HAW-00583",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,2,2.4,"CPCE","MHI","Hawaii",0,0,19.91123286,-155.8969777,"Forereef","Shallow",13.0293159609121,45.928338762215,1.95439739413681,0,0,0,0,0.325732899022801,38.7622149837134,320,307
6007,"HAW-00526",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,7.5,7.6,"CPCE","MHI","Hawaii",0,0,19.89859303,-155.90915761,"Forereef","Mid",1.85758513931889,56.9659442724458,0,0,0,0.619195046439629,0,0,40.5572755417957,330,323
6008,"HAW-00488",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,16.5,23,"CPCE","MHI","Hawaii",0,0,20.0630039,-155.85326331,"Forereef","Deep",4.49438202247191,21.7228464419476,6.36704119850187,0,0,0.374531835205993,0,2.24719101123596,64.7940074906367,310,267
6009,"HAW-00540",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,15.7,16.8,"CPCE","MHI","Hawaii",0,0,20.0034452,-155.83330239,"Forereef","Mid",0.701754385964912,18.9473684210526,0,0,0,0,0,0,80.3508771929825,300,285
6010,"HAW-00582",2013,2013-08-08,"HA1304","2013-15","RAMP_BASIC","HAW_KONA",0,1.2,4.3,"CPCE","MHI","Hawaii",0,0,19.97723591,-155.83395283,"Forereef","Shallow",8.27586206896552,38.6206896551724,0,0,0,0.689655172413793,0,1.72413793103448,50.6896551724138,310,290
